n,s0
2889,-1
2890,180
2891,180
2892,180
2893,180
2894,180
2895,180
2896,181
2897,182
2898,183
2899,184
2900,185
2901,186
2902,187
2903,188
2904,189
2905,190
2906,191
2907,181
2908,181
2909,181
2910,181
2911,181
2912,182
2913,183
2914,184
2915,185
2916,186
2917,187
2918,188
2919,189
2920,190
2921,191
2922,192
2923,193
2924,182
2925,182
2926,182
2927,182
2928,183
2929,184
2930,185
2931,186
2932,187
2933,188
2934,189
2935,190
2936,191
2937,192
2938,193
2939,194
2940,195
2941,183
2942,183
2943,183
2944,184
2945,185
2946,186
2947,187
2948,188
2949,189
2950,190
2951,191
2952,192
2953,193
2954,194
2955,195
2956,196
2957,197
2958,184
2959,184
2960,185
2961,186
2962,187
2963,188
2964,189
2965,190
2966,191
2967,192
2968,193
2969,194
2970,195
2971,196
2972,197
2973,198
2974,199
2975,185
2976,186
2977,187
2978,188
2979,189
2980,190
2981,191
2982,192
2983,193
2984,194
2985,195
2986,196
2987,197
2988,198
2989,199
2990,200
2991,-1
2992,187
2993,188
2994,189
2995,190
2996,191
2997,192
2998,193
2999,194
3000,195
3001,196
3002,197
3003,198
3004,199
3005,200
3006,-1
3007,-1
3008,-1
3009,-1
3010,-1
3011,-1
3012,-1
3013,-1
3014,-1
3015,-1
3016,-1
3017,-1
3018,-1
3019,-1
3020,-1
3021,-1
3022,-1
3023,-1
3024,-1
3025,-1
3026,-1
3027,-1
3028,-1
3029,-1
3030,-1
3031,-1
3032,-1
3033,-1
3034,-1
3035,-1
3036,-1
3037,-1
3038,-1
3039,-1
3040,-1
3041,-1
3042,-1
3043,-1
3044,-1
3045,-1
3046,-1
3047,-1
3048,-1
3049,-1
3050,-1
3051,-1
3052,-1
3053,-1
3054,-1
3055,-1
3056,-1
3057,-1
3058,-1
3059,-1
3060,-1
3061,-1
3062,-1
3063,-1
3064,-1
3065,-1
3066,-1
3067,-1
3068,-1
3069,-1
3070,-1
3071,-1
3072,-1
3073,-1
3074,-1
3075,-1
3076,-1
3077,-1
3078,-1
3079,-1
3080,-1
3081,-1
3082,-1
3083,-1
3084,-1
3085,-1
3086,-1
3087,-1
3088,-1
3089,-1
3090,-1
3091,-1
3092,-1
3093,-1
3094,-1
3095,-1
3096,-1
3097,-1
3098,-1
3099,-1
3100,-1
3101,-1
3102,-1
3103,-1
3104,-1
3105,-1
3106,-1
3107,-1
3108,-1
3109,-1
3110,-1
3111,-1
3112,-1
3113,-1
3114,-1
3115,-1
3116,-1
3117,-1
3118,-1
3119,-1
3120,-1
3121,-1
3122,-1
3123,-1
3124,-1
3125,-1
3126,-1
3127,-1
3128,-1
3129,-1
3130,-1
3131,-1
3132,-1
3133,-1
3134,-1
3135,-1
3136,-1
3137,-1
3138,-1
3139,-1
3140,-1
3141,-1
3142,-1
3143,-1
3144,-1
3145,-1
3146,-1
3147,-1
3148,-1
3149,-1
3150,-1
3151,-1
3152,-1
3153,-1
3154,-1
3155,-1
3156,-1
3157,-1
3158,-1
3159,-1
3160,-1
3161,-1
3162,-1
3163,-1
3164,-1
3165,-1
3166,-1
3167,-1
3168,-1
3169,-1
3170,-1
3171,-1
3172,-1
3173,-1
3174,-1
3175,-1
3176,-1
3177,-1
3178,-1
3179,198
3180,198
3181,198
3182,198
3183,198
3184,199
3185,200
3186,-1
3187,-1
3188,-1
3189,-1
3190,-1
3191,-1
3192,-1
3193,-1
3194,-1
3195,-1
3196,199
3197,199
3198,199
3199,199
3200,200
3201,-1
3202,-1
3203,-1
3204,-1
3205,-1
3206,-1
3207,-1
3208,-1
3209,-1
3210,-1
3211,-1
3212,-1
3213,200
3214,200
3215,200
